baseline,domain,split,problem,status,returncode,timeout_sec,solved,nodes_expanded,plan_len,search_time_sec
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h07-02.pddl,solved,0,20,True,89,46,0.094
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h07-03.pddl,solved,0,20,True,154,60,0.19
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h08-01.pddl,solved,0,20,True,108,48,0.14
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h08-02.pddl,solved,0,20,True,312,54,0.45
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h08-03.pddl,solved,0,20,True,343,64,0.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h09-01.pddl,solved,0,20,True,327,76,0.45
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h09-02.pddl,solved,0,20,True,135,71,0.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h09-03.pddl,solved,0,20,True,388,67,0.58
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h10-01.pddl,solved,0,20,True,377,72,0.64
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h10-02.pddl,solved,0,20,True,8317,99,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h10-03.pddl,solved,0,20,True,508,77,0.78
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h11-01.pddl,solved,0,20,True,739,110,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h11-02.pddl,solved,0,20,True,949,93,1.7
gbf:hff,visitall-from-everywhere,test-extrapolation,w04h11-03.pddl,solved,0,20,True,4141,92,7.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h05-01.pddl,solved,0,20,True,74,40,0.078
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h05-02.pddl,solved,0,20,True,131,52,0.094
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h05-03.pddl,solved,0,20,True,157,49,0.16
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h06-01.pddl,solved,0,20,True,135,55,0.17
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h06-02.pddl,solved,0,20,True,123,61,0.16
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h06-03.pddl,solved,0,20,True,371,54,0.52
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h07-01.pddl,solved,0,20,True,323,71,0.53
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h07-02.pddl,solved,0,20,True,574,84,0.86
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h07-03.pddl,solved,0,20,True,518,76,0.75
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h08-01.pddl,solved,0,20,True,392,97,0.62
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h08-02.pddl,solved,0,20,True,402,113,0.67
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h08-03.pddl,solved,0,20,True,617,83,0.97
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h09-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h09-02.pddl,solved,0,20,True,300,100,0.55
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h09-03.pddl,solved,0,20,True,285,83,0.52
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h10-01.pddl,solved,0,20,True,1362,99,2.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h10-02.pddl,solved,0,20,True,615,102,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h10-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h11-01.pddl,solved,0,20,True,452,125,1.1
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h11-02.pddl,solved,0,20,True,388,134,0.89
gbf:hff,visitall-from-everywhere,test-extrapolation,w05h11-03.pddl,solved,0,20,True,1217,119,2.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h04-01.pddl,solved,0,20,True,178,47,0.17
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h04-02.pddl,solved,0,20,True,90,43,0.078
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h04-03.pddl,solved,0,20,True,60,34,0.062
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h05-01.pddl,solved,0,20,True,169,55,0.17
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h05-02.pddl,solved,0,20,True,109,47,0.11
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h05-03.pddl,solved,0,20,True,137,63,0.16
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h06-01.pddl,solved,0,20,True,488,86,0.72
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h06-02.pddl,solved,0,20,True,194,60,0.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h06-03.pddl,solved,0,20,True,549,82,0.88
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h07-01.pddl,solved,0,20,True,605,111,1.1
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h07-02.pddl,solved,0,20,True,1058,108,1.7
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h07-03.pddl,solved,0,20,True,223,71,0.42
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h08-01.pddl,solved,0,20,True,552,123,1.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h08-02.pddl,solved,0,20,True,796,115,1.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h08-03.pddl,solved,0,20,True,483,95,0.86
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h09-01.pddl,solved,0,20,True,1324,127,3.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h09-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h09-03.pddl,solved,0,20,True,396,114,0.98
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h10-01.pddl,solved,0,20,True,1145,114,2.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h10-02.pddl,solved,0,20,True,4940,144,1.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h10-03.pddl,solved,0,20,True,5064,144,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h11-02.pddl,solved,0,20,True,761,186,2.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w06h11-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h03-01.pddl,solved,0,20,True,53,33,0.047
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h03-02.pddl,solved,0,20,True,65,37,0.047
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h03-03.pddl,solved,0,20,True,94,41,0.078
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h04-01.pddl,solved,0,20,True,125,49,0.16
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h04-02.pddl,solved,0,20,True,111,44,0.11
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h04-03.pddl,solved,0,20,True,194,51,0.17
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h05-01.pddl,solved,0,20,True,208,50,0.31
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h05-02.pddl,solved,0,20,True,141,57,0.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h05-03.pddl,solved,0,20,True,143,64,0.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h06-01.pddl,solved,0,20,True,1752,107,2.9
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h06-02.pddl,solved,0,20,True,230,83,0.39
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h06-03.pddl,solved,0,20,True,267,80,0.47
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h07-01.pddl,solved,0,20,True,469,98,0.84
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h07-02.pddl,solved,0,20,True,351,115,0.78
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h07-03.pddl,solved,0,20,True,3684,120,7.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h08-01.pddl,solved,0,20,True,2953,112,7.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h08-02.pddl,solved,0,20,True,539,123,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h08-03.pddl,solved,0,20,True,976,164,2.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h09-01.pddl,solved,0,20,True,4116,153,1.1
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h09-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h09-03.pddl,solved,0,20,True,1533,213,4.1
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h10-01.pddl,solved,0,20,True,1518,168,4.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h10-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h10-03.pddl,solved,0,20,True,4303,198,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h11-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w07h11-03.pddl,solved,0,20,True,5617,200,1.9
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h03-01.pddl,solved,0,20,True,146,49,0.12
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h03-02.pddl,solved,0,20,True,38,29,0.016
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h03-03.pddl,solved,0,20,True,92,44,0.078
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h04-01.pddl,solved,0,20,True,218,60,0.25
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h04-02.pddl,solved,0,20,True,254,70,0.36
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h04-03.pddl,solved,0,20,True,1807,55,2.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h05-01.pddl,solved,0,20,True,559,93,0.92
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h05-02.pddl,solved,0,20,True,1280,79,1.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h05-03.pddl,solved,0,20,True,148,75,0.25
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h06-01.pddl,solved,0,20,True,617,104,1.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h06-02.pddl,solved,0,20,True,1194,144,2.4
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h06-03.pddl,solved,0,20,True,3126,108,5.9
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h07-01.pddl,solved,0,20,True,2602,126,5.9
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h07-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h07-03.pddl,solved,0,20,True,1027,150,2.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h08-01.pddl,solved,0,20,True,4808,175,1.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h08-02.pddl,solved,0,20,True,665,128,1.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h08-03.pddl,solved,0,20,True,987,116,2.7
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h09-01.pddl,solved,0,20,True,2667,139,8.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h09-02.pddl,solved,0,20,True,3024,211,9.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h09-03.pddl,solved,0,20,True,5030,209,1.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h10-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h10-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h10-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h11-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w08h11-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h03-01.pddl,solved,0,20,True,70,40,0.062
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h03-02.pddl,solved,0,20,True,130,45,0.14
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h03-03.pddl,solved,0,20,True,78,45,0.062
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h04-01.pddl,solved,0,20,True,346,72,0.56
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h04-02.pddl,solved,0,20,True,283,81,0.42
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h04-03.pddl,solved,0,20,True,433,72,0.53
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h05-01.pddl,solved,0,20,True,468,105,0.88
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h05-02.pddl,solved,0,20,True,3830,76,6.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h05-03.pddl,solved,0,20,True,278,74,0.55
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h06-01.pddl,solved,0,20,True,997,127,2.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h06-02.pddl,solved,0,20,True,1414,130,3.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h06-03.pddl,solved,0,20,True,818,129,1.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h07-01.pddl,solved,0,20,True,3579,206,9.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h07-02.pddl,solved,0,20,True,946,165,2.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h07-03.pddl,solved,0,20,True,1976,183,5.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h08-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h08-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h08-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h09-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h09-02.pddl,solved,0,20,True,3971,167,1.4
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h09-03.pddl,solved,0,20,True,4958,237,1.7
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h10-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h10-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h10-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h11-02.pddl,solved,0,20,True,2782,319,1.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w09h11-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h03-01.pddl,solved,0,20,True,228,54,0.27
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h03-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h03-03.pddl,solved,0,20,True,72,40,0.062
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h04-01.pddl,solved,0,20,True,283,94,0.48
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h04-02.pddl,solved,0,20,True,493,64,0.78
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h04-03.pddl,solved,0,20,True,1695,68,2.5
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h05-01.pddl,solved,0,20,True,682,89,1.4
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h05-02.pddl,solved,0,20,True,325,86,0.69
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h05-03.pddl,solved,0,20,True,446,117,0.95
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h06-01.pddl,solved,0,20,True,882,147,2.2
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h06-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h06-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h07-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h07-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h07-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h08-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h08-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h08-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h09-01.pddl,solved,0,20,True,4320,219,1.6
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h09-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h09-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h10-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h10-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h10-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h11-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w10h11-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h02-01.pddl,solved,0,20,True,370,37,0.27
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h02-02.pddl,solved,0,20,True,154,34,0.094
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h02-03.pddl,solved,0,20,True,519,31,0.3
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h03-01.pddl,solved,0,20,True,505,62,0.69
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h03-02.pddl,solved,0,20,True,148,55,0.17
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h03-03.pddl,solved,0,20,True,250,63,0.34
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h04-01.pddl,solved,0,20,True,656,92,1.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h04-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h04-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h05-01.pddl,solved,0,20,True,3002,148,7.1
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h05-02.pddl,solved,0,20,True,776,145,1.8
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h05-03.pddl,solved,0,20,True,256,132,0.64
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h06-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h06-02.pddl,solved,0,20,True,3766,145,1.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h06-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h07-01.pddl,solved,0,20,True,2677,260,9.0
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h07-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h07-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h08-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h08-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h08-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h09-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h09-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h09-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h10-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h10-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h10-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h11-01.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h11-02.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-extrapolation,w11h11-03.pddl,timeout,,20,False,,,
gbf:hff,visitall-from-everywhere,test-interpolation,w01h02-01.pddl,solved,0,20,True,2,1,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h02-02.pddl,solved,0,20,True,2,1,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h05-01.pddl,solved,0,20,True,6,5,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h05-02.pddl,solved,0,20,True,5,4,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h05-03.pddl,solved,0,20,True,5,4,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h08-01.pddl,solved,0,20,True,9,8,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h08-02.pddl,solved,0,20,True,11,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h08-03.pddl,solved,0,20,True,8,7,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h09-01.pddl,solved,0,20,True,9,8,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h09-02.pddl,solved,0,20,True,19,11,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w01h09-03.pddl,solved,0,20,True,10,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w02h01-01.pddl,solved,0,20,True,2,1,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w02h01-02.pddl,solved,0,20,True,2,1,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w02h04-01.pddl,solved,0,20,True,14,11,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w02h04-02.pddl,solved,0,20,True,13,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w02h04-03.pddl,solved,0,20,True,13,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w03h03-01.pddl,solved,0,20,True,28,15,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w03h03-02.pddl,solved,0,20,True,16,11,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w03h03-03.pddl,solved,0,20,True,14,11,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w03h05-01.pddl,solved,0,20,True,34,25,0.016
gbf:hff,visitall-from-everywhere,test-interpolation,w03h05-02.pddl,solved,0,20,True,34,18,0.031
gbf:hff,visitall-from-everywhere,test-interpolation,w03h05-03.pddl,solved,0,20,True,48,26,0.031
gbf:hff,visitall-from-everywhere,test-interpolation,w04h02-01.pddl,solved,0,20,True,14,10,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w04h02-02.pddl,solved,0,20,True,15,10,0.016
gbf:hff,visitall-from-everywhere,test-interpolation,w04h02-03.pddl,solved,0,20,True,17,11,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w05h01-01.pddl,solved,0,20,True,6,5,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w05h01-02.pddl,solved,0,20,True,5,4,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w05h01-03.pddl,solved,0,20,True,5,4,0.016
gbf:hff,visitall-from-everywhere,test-interpolation,w05h03-01.pddl,solved,0,20,True,27,19,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w05h03-02.pddl,solved,0,20,True,40,18,0.031
gbf:hff,visitall-from-everywhere,test-interpolation,w05h03-03.pddl,solved,0,20,True,29,17,0.016
gbf:hff,visitall-from-everywhere,test-interpolation,w08h01-01.pddl,solved,0,20,True,12,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w08h01-02.pddl,solved,0,20,True,8,7,0.016
gbf:hff,visitall-from-everywhere,test-interpolation,w08h01-03.pddl,solved,0,20,True,9,8,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w09h01-01.pddl,solved,0,20,True,23,12,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w09h01-02.pddl,solved,0,20,True,11,9,0.0
gbf:hff,visitall-from-everywhere,test-interpolation,w09h01-03.pddl,solved,0,20,True,9,8,0.0
