family,regime,model,mode,domain,split,tokenizer_a,tokenizer_b,num_problems,method_a_mean,method_b_mean,mean_diff_b_minus_a,ci95_low,ci95_high,a_better_problem_count,b_better_problem_count,p_value,test,holm_p_value,significant_0_05,holm_family
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,validation,shortest_path,graphbpe,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-interpolation,shortest_path,graphbpe,3,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-extrapolation,shortest_path,graphbpe,20,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,validation,shortest_path,graphbpe,2,1.0,1.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-interpolation,shortest_path,graphbpe,3,0.8888888888888888,1.0,0.11111111111111112,0.0,0.3333333333333333,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-extrapolation,shortest_path,graphbpe,16,0.125,1.0,0.875,0.7291666666666667,0.9791666666666667,0,15,0.00014999250037498125,Paired sign-flip on per-problem seed-mean solved outcomes,0.016199190040497975,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,validation,shortest_path,graphbpe,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-interpolation,shortest_path,graphbpe,9,0.18518518518518517,0.1111111111111111,-0.07407407407407407,-0.3333333333333333,0.1111111111111111,1,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-extrapolation,shortest_path,graphbpe,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,validation,shortest_path,graphbpe,24,1.0,0.5416666666666666,-0.4583333333333333,-0.6666666666666666,-0.25,11,0,0.0010499475026248687,Paired sign-flip on per-problem seed-mean solved outcomes,0.10184490775461226,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-interpolation,shortest_path,graphbpe,37,1.0,0.7567567567567568,-0.24324324324324326,-0.3783783783783784,-0.10810810810810811,9,0,0.004249787510624469,Paired sign-flip on per-problem seed-mean solved outcomes,0.3909804509774511,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-extrapolation,shortest_path,graphbpe,219,0.9954337899543378,0.0958904109589041,-0.8995433789954338,-0.9360730593607306,-0.8584474885844748,198,0,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,validation,shortest_path,random,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-interpolation,shortest_path,random,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-extrapolation,shortest_path,random,20,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,validation,shortest_path,random,2,1.0,0.6666666666666666,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,2,0,0.5051747412629368,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-interpolation,shortest_path,random,3,0.8888888888888888,0.5555555555555555,-0.3333333333333333,-0.6666666666666666,0.0,2,0,0.5002249887505624,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-extrapolation,shortest_path,random,16,0.125,0.5208333333333333,0.3958333333333333,0.1875,0.6041666666666666,1,10,0.004949752512374382,Paired sign-flip on per-problem seed-mean solved outcomes,0.45042747862606874,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,validation,shortest_path,random,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-interpolation,shortest_path,random,9,0.18518518518518517,0.037037037037037035,-0.14814814814814817,-0.37037037037037035,0.0,2,0,0.5004749762511874,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-extrapolation,shortest_path,random,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,validation,shortest_path,random,24,1.0,0.4166666666666667,-0.5833333333333334,-0.75,-0.40277777777777785,17,0,9.99950002499875e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.010999450027498624,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-interpolation,shortest_path,random,37,1.0,0.6936936936936936,-0.30630630630630634,-0.45045045045045046,-0.1621621621621622,12,0,0.0002999850007499625,Paired sign-flip on per-problem seed-mean solved outcomes,0.03149842507874606,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-extrapolation,shortest_path,random,219,0.9954337899543378,0.49162861491628623,-0.5038051750380518,-0.5418569254185692,-0.467275494672755,212,0,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,validation,graphbpe,random,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-interpolation,graphbpe,random,3,0.1111111111111111,0.0,-0.1111111111111111,-0.3333333333333333,0.0,1,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,blocks,test-extrapolation,graphbpe,random,20,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,validation,graphbpe,random,2,1.0,0.6666666666666666,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,2,0,0.5067746612669366,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-interpolation,graphbpe,random,3,1.0,0.5555555555555555,-0.4444444444444445,-1.0,0.0,2,0,0.5028748562571871,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,gripper,test-extrapolation,graphbpe,random,16,1.0,0.5208333333333333,-0.47916666666666674,-0.6875,-0.27083333333333337,11,0,0.0007499625018749063,Paired sign-flip on per-problem seed-mean solved outcomes,0.07574621268936553,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,validation,graphbpe,random,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-interpolation,graphbpe,random,9,0.1111111111111111,0.037037037037037035,-0.07407407407407408,-0.3333333333333333,0.1111111111111111,1,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,logistics,test-extrapolation,graphbpe,random,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,validation,graphbpe,random,24,0.5416666666666666,0.4166666666666667,-0.12500000000000003,-0.34722222222222227,0.09722222222222221,8,4,0.24498775061246938,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-interpolation,graphbpe,random,37,0.7567567567567568,0.6936936936936936,-0.06306306306306307,-0.20720720720720723,0.07207207207207207,5,4,0.45152742362881854,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::lstm::delta,domain_dependent,lstm,delta,visitall-from-everywhere,test-extrapolation,graphbpe,random,219,0.0958904109589041,0.49162861491628623,0.395738203957382,0.3394216133942161,0.4490106544901065,15,163,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::lstm::delta
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,validation,wl,simhash,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.2512874356282186,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-interpolation,wl,simhash,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.24698765061746913,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-extrapolation,wl,simhash,20,0.2,0.0,-0.2,-0.4,-0.05,4,0,0.12049397530123494,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,validation,wl,simhash,2,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-interpolation,wl,simhash,3,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-extrapolation,wl,simhash,16,0.0,0.4375,0.4375,0.1875,0.6875,0,7,0.0151992400379981,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,validation,wl,simhash,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-interpolation,wl,simhash,9,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.5555555555555556,0,2,0.49737513124343785,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-extrapolation,wl,simhash,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,validation,wl,simhash,24,1.0,0.625,-0.375,-0.5833333333333334,-0.16666666666666666,9,0,0.004649767511624419,Paired sign-flip on per-problem seed-mean solved outcomes,0.4417279136043198,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-interpolation,wl,simhash,37,1.0,0.8918918918918919,-0.10810810810810811,-0.21621621621621623,-0.02702702702702703,4,0,0.12224388780560971,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-extrapolation,wl,simhash,219,0.1963470319634703,0.3013698630136986,0.1050228310502283,0.040981735159817456,0.1735159817351598,17,40,0.0033498325083745812,Paired sign-flip on per-problem seed-mean solved outcomes,0.33833308334583273,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,validation,wl,shortest_path,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.24578771061446927,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-interpolation,wl,shortest_path,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.2576871156442178,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-extrapolation,wl,shortest_path,20,0.2,0.0,-0.2,-0.4,-0.05,4,0,0.12469376531173441,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,validation,wl,shortest_path,2,0.0,0.5,0.5,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-interpolation,wl,shortest_path,3,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-extrapolation,wl,shortest_path,16,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,validation,wl,shortest_path,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-interpolation,wl,shortest_path,9,0.1111111111111111,0.2222222222222222,0.1111111111111111,-0.2222222222222222,0.4444444444444444,1,2,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-extrapolation,wl,shortest_path,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,validation,wl,shortest_path,24,1.0,1.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-interpolation,wl,shortest_path,37,1.0,1.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-extrapolation,wl,shortest_path,219,0.1963470319634703,0.9497716894977168,0.7534246575342466,0.6940639269406392,0.8127853881278538,0,165,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,validation,wl,graphbpe,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.25238738063096844,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-interpolation,wl,graphbpe,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.25398730063496827,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-extrapolation,wl,graphbpe,20,0.2,0.0,-0.2,-0.4,-0.05,4,0,0.12384380780960952,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,validation,wl,graphbpe,2,0.0,1.0,1.0,1.0,1.0,0,2,0.49912504374781264,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-interpolation,wl,graphbpe,3,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-extrapolation,wl,graphbpe,16,0.0,1.0,1.0,1.0,1.0,0,16,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,validation,wl,graphbpe,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-interpolation,wl,graphbpe,9,0.1111111111111111,0.2222222222222222,0.1111111111111111,-0.2222222222222222,0.4444444444444444,1,2,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-extrapolation,wl,graphbpe,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,validation,wl,graphbpe,24,1.0,0.5416666666666666,-0.4583333333333333,-0.6666666666666666,-0.25,11,0,0.0013499325033748313,Paired sign-flip on per-problem seed-mean solved outcomes,0.13769311534423279,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-interpolation,wl,graphbpe,37,1.0,0.7567567567567568,-0.24324324324324326,-0.3783783783783784,-0.10810810810810811,9,0,0.003399830008499575,Paired sign-flip on per-problem seed-mean solved outcomes,0.33998300084995753,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-extrapolation,wl,graphbpe,219,0.1963470319634703,0.0958904109589041,-0.1004566210045662,-0.1506849315068493,-0.0502283105022831,28,6,9.99950002499875e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.010699465026748662,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,validation,wl,random,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.25748712564371784,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-interpolation,wl,random,3,1.0,0.0,-1.0,-1.0,-1.0,3,0,0.2529373531323434,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-extrapolation,wl,random,20,0.2,0.0,-0.2,-0.4,-0.05,4,0,0.12334383280835959,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,validation,wl,random,2,0.0,1.0,1.0,1.0,1.0,0,2,0.4982750862456877,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-interpolation,wl,random,3,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-extrapolation,wl,random,16,0.0,1.0,1.0,1.0,1.0,0,16,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,validation,wl,random,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-interpolation,wl,random,9,0.1111111111111111,0.1111111111111111,0.0,-0.3333333333333333,0.3333333333333333,1,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-extrapolation,wl,random,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,validation,wl,random,24,1.0,0.3333333333333333,-0.6666666666666666,-0.8333333333333334,-0.4583333333333333,16,0,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-interpolation,wl,random,37,1.0,0.7027027027027027,-0.2972972972972973,-0.4594594594594595,-0.16216216216216217,11,0,0.0012499375031248437,Paired sign-flip on per-problem seed-mean solved outcomes,0.1287435628218589,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,test-extrapolation,wl,random,219,0.1963470319634703,0.0091324200913242,-0.1872146118721461,-0.2420091324200913,-0.136986301369863,41,0,4.999750012499375e-05,Paired sign-flip on per-problem seed-mean solved outcomes,0.00599970001499925,True,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,validation,simhash,shortest_path,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-interpolation,simhash,shortest_path,3,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,blocks,test-extrapolation,simhash,shortest_path,20,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,validation,simhash,shortest_path,2,0.0,0.5,0.5,0.0,1.0,0,1,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-interpolation,simhash,shortest_path,3,1.0,1.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,gripper,test-extrapolation,simhash,shortest_path,16,0.4375,0.0,-0.4375,-0.6875,-0.1875,7,0,0.015099245037748113,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,validation,simhash,shortest_path,4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-interpolation,simhash,shortest_path,9,0.3333333333333333,0.2222222222222222,-0.1111111111111111,-0.3333333333333333,0.0,1,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,logistics,test-extrapolation,simhash,shortest_path,18,0.0,0.0,0.0,0.0,0.0,0,0,1.0,Paired sign-flip on per-problem seed-mean solved outcomes,1.0,False,pairwise::domain_dependent::xgboost::state
pairwise::domain_dependent::xgboost::state,domain_dependent,xgboost,state,visitall-from-everywhere,validation,simhash,shortest_path,24,0.625,1.0,0.375,0.20833333333333334,0.5833333333333334,0,9,0.0036998150092495377,Paired sign-flip on per-problem seed-mean solved outcomes,0.36628168591570426,False,pairwise::domain_dependent::xgboost::state
