Regime,Seed,Domain,Tokenizer,Model,Mode,Embedding Dim,Fit Strategy,Val Solved,Val Exec,Val Avg Plan Len,Val Num Problems,Interp Solved,Interp Exec,Interp Avg Plan Len,Interp Num Problems,Extrap Solved,Extrap Exec,Extrap Avg Plan Len,Extrap Num Problems
domain_dependent,37,logistics,wl,lstm,state,552,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,127.89,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,wl,lstm,state,138,domain_specific,62.50%,100.00%,55.96,24,100.00%,100.00%,10.76,37,9.13%,100.00%,371.26,219
domain_dependent,37,blocks,wl,lstm,delta,172,domain_specific,33.33%,100.00%,73.33,3,100.00%,100.00%,15.33,3,45.00%,100.00%,92.80,20
domain_dependent,37,gripper,wl,lstm,delta,302,domain_specific,0.00%,100.00%,135.00,2,33.33%,100.00%,79.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,wl,lstm,delta,552,domain_specific,0.00%,100.00%,150.00,4,33.33%,100.00%,100.33,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,wl,lstm,delta,138,domain_specific,100.00%,100.00%,21.38,24,100.00%,100.00%,8.43,37,93.15%,100.00%,78.05,219
domain_dependent,37,blocks,wl,xgboost,state,172,domain_specific,100.00%,100.00%,19.33,3,100.00%,100.00%,12.67,3,20.00%,100.00%,114.80,20
domain_dependent,37,gripper,wl,xgboost,state,302,domain_specific,0.00%,100.00%,124.50,2,66.67%,100.00%,45.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,wl,xgboost,state,552,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,121.44,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,wl,xgboost,state,138,domain_specific,100.00%,100.00%,19.12,24,100.00%,100.00%,8.81,37,19.63%,100.00%,392.81,219
domain_dependent,37,blocks,wl,xgboost,delta,172,domain_specific,66.67%,100.00%,44.67,3,100.00%,100.00%,12.67,3,70.00%,100.00%,71.80,20
domain_dependent,37,gripper,wl,xgboost,delta,302,domain_specific,100.00%,100.00%,47.00,2,100.00%,100.00%,29.00,3,100.00%,100.00%,117.00,16
domain_dependent,37,logistics,wl,xgboost,delta,552,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,122.56,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,wl,xgboost,delta,138,domain_specific,100.00%,100.00%,18.83,24,100.00%,100.00%,8.78,37,100.00%,100.00%,61.22,219
domain_dependent,37,blocks,simhash,lstm,state,128,domain_specific,0.00%,100.00%,100.00,3,33.33%,100.00%,81.33,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,simhash,lstm,state,128,domain_specific,0.00%,100.00%,135.00,2,100.00%,100.00%,21.00,3,50.00%,100.00%,208.75,16
domain_dependent,37,logistics,simhash,lstm,state,128,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,114.44,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,simhash,lstm,state,128,domain_specific,83.33%,100.00%,41.92,24,97.30%,100.00%,13.62,37,32.42%,100.00%,411.40,219
domain_dependent,37,blocks,simhash,lstm,delta,128,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,25.33,3,0.00%,100.00%,123.80,20
domain_dependent,37,gripper,simhash,lstm,delta,128,domain_specific,0.00%,100.00%,125.00,2,0.00%,100.00%,84.67,3,81.25%,100.00%,146.31,16
domain_dependent,37,logistics,simhash,lstm,delta,128,domain_specific,0.00%,100.00%,150.00,4,0.00%,100.00%,135.67,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,simhash,lstm,delta,128,domain_specific,50.00%,100.00%,105.83,24,81.08%,100.00%,24.86,37,11.42%,100.00%,447.29,219
domain_dependent,37,blocks,simhash,xgboost,state,128,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,100.00,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,simhash,xgboost,state,128,domain_specific,0.00%,100.00%,135.00,2,100.00%,100.00%,19.00,3,43.75%,100.00%,214.81,16
domain_dependent,37,logistics,simhash,xgboost,state,128,domain_specific,0.00%,100.00%,150.00,4,33.33%,100.00%,115.78,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,simhash,xgboost,state,128,domain_specific,62.50%,100.00%,35.67,24,89.19%,100.00%,13.11,37,30.14%,100.00%,410.17,219
domain_dependent,37,blocks,simhash,xgboost,delta,128,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,28.00,3,0.00%,100.00%,118.60,20
domain_dependent,37,gripper,simhash,xgboost,delta,128,domain_specific,0.00%,100.00%,135.00,2,0.00%,100.00%,90.00,3,81.25%,100.00%,144.69,16
domain_dependent,37,logistics,simhash,xgboost,delta,128,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,123.00,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,simhash,xgboost,delta,128,domain_specific,41.67%,100.00%,110.42,24,81.08%,100.00%,24.54,37,11.87%,100.00%,458.64,219
domain_dependent,37,blocks,shortest_path,lstm,state,30,domain_specific,0.00%,100.00%,14.67,3,0.00%,100.00%,10.67,3,0.00%,100.00%,114.10,20
domain_dependent,37,gripper,shortest_path,lstm,state,28,domain_specific,0.00%,100.00%,135.00,2,66.67%,100.00%,48.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,shortest_path,lstm,state,32,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,112.11,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,shortest_path,lstm,state,27,domain_specific,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,100.00%,100.00%,61.68,219
domain_dependent,37,blocks,shortest_path,lstm,delta,30,domain_specific,0.00%,100.00%,16.67,3,0.00%,100.00%,11.33,3,0.00%,100.00%,61.00,20
domain_dependent,37,gripper,shortest_path,lstm,delta,28,domain_specific,100.00%,100.00%,29.00,2,66.67%,100.00%,14.33,3,6.25%,100.00%,241.69,16
domain_dependent,37,logistics,shortest_path,lstm,delta,32,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,108.56,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,shortest_path,lstm,delta,27,domain_specific,100.00%,100.00%,19.83,24,100.00%,100.00%,8.73,37,98.63%,100.00%,78.29,219
domain_dependent,37,blocks,shortest_path,xgboost,state,30,domain_specific,0.00%,100.00%,13.33,3,0.00%,100.00%,14.00,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,shortest_path,xgboost,state,28,domain_specific,50.00%,100.00%,87.50,2,100.00%,100.00%,19.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,shortest_path,xgboost,state,32,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,112.00,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,shortest_path,xgboost,state,27,domain_specific,100.00%,100.00%,19.29,24,100.00%,100.00%,9.19,37,94.98%,100.00%,71.63,219
domain_dependent,37,blocks,shortest_path,xgboost,delta,30,domain_specific,0.00%,100.00%,45.33,3,0.00%,100.00%,26.00,3,0.00%,100.00%,64.20,20
domain_dependent,37,gripper,shortest_path,xgboost,delta,28,domain_specific,0.00%,100.00%,135.00,2,0.00%,100.00%,92.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,shortest_path,xgboost,delta,32,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,132.11,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,shortest_path,xgboost,delta,27,domain_specific,100.00%,100.00%,18.83,24,100.00%,100.00%,8.51,37,100.00%,100.00%,61.25,219
domain_dependent,37,blocks,graphbpe,lstm,state,84,domain_specific,0.00%,100.00%,100.00,3,66.67%,100.00%,64.67,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,graphbpe,lstm,state,58,domain_specific,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,100.00%,100.00%,109.00,16
domain_dependent,37,logistics,graphbpe,lstm,state,102,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,graphbpe,lstm,state,104,domain_specific,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
domain_dependent,37,blocks,graphbpe,lstm,delta,84,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,50.00,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,graphbpe,lstm,delta,58,domain_specific,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,100.00%,100.00%,109.00,16
domain_dependent,37,logistics,graphbpe,lstm,delta,102,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,graphbpe,lstm,delta,104,domain_specific,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
domain_dependent,37,blocks,graphbpe,xgboost,state,84,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,100.00,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,graphbpe,xgboost,state,58,domain_specific,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
domain_dependent,37,logistics,graphbpe,xgboost,state,102,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,graphbpe,xgboost,state,104,domain_specific,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
domain_dependent,37,blocks,graphbpe,xgboost,delta,84,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,70.00,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,graphbpe,xgboost,delta,58,domain_specific,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
domain_dependent,37,logistics,graphbpe,xgboost,delta,102,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,graphbpe,xgboost,delta,104,domain_specific,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
domain_dependent,37,blocks,random,lstm,state,128,domain_specific,0.00%,100.00%,100.00,3,0.00%,100.00%,37.33,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,random,lstm,state,128,domain_specific,100.00%,100.00%,29.00,2,100.00%,100.00%,19.00,3,25.00%,100.00%,215.06,16
domain_dependent,37,logistics,random,lstm,state,128,domain_specific,0.00%,100.00%,150.00,4,22.22%,100.00%,106.67,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,random,lstm,state,128,domain_specific,45.83%,100.00%,103.75,24,89.19%,100.00%,23.51,37,5.02%,100.00%,444.94,219
domain_dependent,37,blocks,random,lstm,delta,128,domain_specific,0.00%,100.00%,84.00,3,0.00%,100.00%,25.33,3,0.00%,100.00%,90.40,20
domain_dependent,37,gripper,random,lstm,delta,128,domain_specific,0.00%,100.00%,69.00,2,33.33%,100.00%,26.33,3,31.25%,100.00%,96.75,16
domain_dependent,37,logistics,random,lstm,delta,128,domain_specific,0.00%,100.00%,150.00,4,0.00%,100.00%,135.78,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,random,lstm,delta,128,domain_specific,37.50%,100.00%,105.54,24,67.57%,100.00%,26.08,37,66.67%,100.00%,232.01,219
domain_dependent,37,blocks,random,xgboost,state,128,domain_specific,0.00%,100.00%,27.33,3,0.00%,100.00%,20.67,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,random,xgboost,state,128,domain_specific,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
domain_dependent,37,logistics,random,xgboost,state,128,domain_specific,0.00%,100.00%,150.00,4,11.11%,100.00%,125.67,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,random,xgboost,state,128,domain_specific,33.33%,100.00%,114.33,24,70.27%,100.00%,23.46,37,0.91%,100.00%,389.70,219
domain_dependent,37,blocks,random,xgboost,delta,128,domain_specific,0.00%,100.00%,99.33,3,0.00%,100.00%,21.33,3,0.00%,100.00%,125.00,20
domain_dependent,37,gripper,random,xgboost,delta,128,domain_specific,50.00%,100.00%,87.50,2,100.00%,100.00%,19.00,3,0.00%,100.00%,310.00,16
domain_dependent,37,logistics,random,xgboost,delta,128,domain_specific,0.00%,100.00%,150.00,4,0.00%,100.00%,135.56,9,0.00%,100.00%,293.33,18
domain_dependent,37,visitall-from-everywhere,random,xgboost,delta,128,domain_specific,100.00%,100.00%,23.12,24,100.00%,100.00%,10.00,37,100.00%,100.00%,69.69,219
all_domains,13,blocks,wl,lstm,state,1164,union,33.33%,100.00%,86.00,3,100.00%,100.00%,23.33,3,5.00%,100.00%,123.10,20
all_domains,13,gripper,wl,lstm,state,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,73.67,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,wl,lstm,state,1164,union,25.00%,100.00%,137.00,4,100.00%,100.00%,51.33,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,wl,lstm,state,1164,union,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,100.00%,100.00%,61.68,219
all_domains,13,blocks,wl,lstm,delta,1164,union,33.33%,100.00%,87.33,3,66.67%,100.00%,52.00,3,0.00%,100.00%,104.10,20
all_domains,13,gripper,wl,lstm,delta,1164,union,100.00%,100.00%,115.00,2,100.00%,100.00%,50.33,3,0.00%,100.00%,308.00,16
all_domains,13,logistics,wl,lstm,delta,1164,union,0.00%,100.00%,150.00,4,33.33%,100.00%,112.78,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,wl,lstm,delta,1164,union,100.00%,100.00%,20.25,24,100.00%,100.00%,9.22,37,95.43%,100.00%,78.81,219
all_domains,13,blocks,wl,xgboost,state,1164,union,100.00%,100.00%,25.33,3,100.00%,100.00%,12.67,3,30.00%,100.00%,108.50,20
all_domains,13,gripper,wl,xgboost,state,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,88.33,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,wl,xgboost,state,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,111.78,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,wl,xgboost,state,1164,union,100.00%,100.00%,19.12,24,100.00%,100.00%,8.76,37,21.46%,100.00%,391.70,219
all_domains,13,blocks,wl,xgboost,delta,1164,union,66.67%,100.00%,44.67,3,100.00%,100.00%,12.67,3,60.00%,100.00%,77.10,20
all_domains,13,gripper,wl,xgboost,delta,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,90.33,3,0.00%,100.00%,292.94,16
all_domains,13,logistics,wl,xgboost,delta,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,122.89,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,wl,xgboost,delta,1164,union,100.00%,100.00%,18.83,24,100.00%,100.00%,8.68,37,100.00%,100.00%,61.37,219
all_domains,13,blocks,simhash,lstm,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,68.00,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,simhash,lstm,state,128,pooled,50.00%,100.00%,91.50,2,66.67%,100.00%,56.00,3,87.50%,100.00%,126.44,16
all_domains,13,logistics,simhash,lstm,state,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,135.33,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,simhash,lstm,state,128,pooled,83.33%,100.00%,57.21,24,97.30%,100.00%,14.16,37,37.44%,100.00%,392.92,219
all_domains,13,blocks,simhash,lstm,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,100.00,3,0.00%,100.00%,120.50,20
all_domains,13,gripper,simhash,lstm,delta,128,pooled,50.00%,100.00%,32.50,2,33.33%,100.00%,23.00,3,25.00%,100.00%,239.25,16
all_domains,13,logistics,simhash,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,130.56,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,simhash,lstm,delta,128,pooled,41.67%,100.00%,106.00,24,72.97%,100.00%,25.49,37,7.31%,100.00%,415.90,219
all_domains,13,blocks,simhash,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,86.00,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,simhash,xgboost,state,128,pooled,50.00%,100.00%,84.50,2,66.67%,100.00%,45.33,3,18.75%,100.00%,271.56,16
all_domains,13,logistics,simhash,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,109.44,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,simhash,xgboost,state,128,pooled,66.67%,100.00%,57.21,24,81.08%,100.00%,17.46,37,27.85%,100.00%,409.42,219
all_domains,13,blocks,simhash,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,38.67,3,0.00%,100.00%,123.00,20
all_domains,13,gripper,simhash,xgboost,delta,128,pooled,50.00%,100.00%,52.00,2,33.33%,100.00%,73.67,3,37.50%,100.00%,246.69,16
all_domains,13,logistics,simhash,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,136.67,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,simhash,xgboost,delta,128,pooled,45.83%,100.00%,102.83,24,70.27%,100.00%,25.70,37,6.39%,100.00%,439.26,219
all_domains,13,blocks,shortest_path,lstm,state,55,pooled,0.00%,100.00%,14.00,3,0.00%,100.00%,12.00,3,0.00%,100.00%,95.70,20
all_domains,13,gripper,shortest_path,lstm,state,55,pooled,0.00%,100.00%,135.00,2,100.00%,100.00%,20.33,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,shortest_path,lstm,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,125.78,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,shortest_path,lstm,state,55,pooled,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,100.00%,100.00%,61.68,219
all_domains,13,blocks,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,16.00,3,0.00%,100.00%,10.67,3,0.00%,100.00%,30.10,20
all_domains,13,gripper,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,50.00,2,100.00%,100.00%,17.00,3,0.00%,100.00%,114.50,16
all_domains,13,logistics,shortest_path,lstm,delta,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,105.22,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,shortest_path,lstm,delta,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.51,37,100.00%,100.00%,61.66,219
all_domains,13,blocks,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,29.33,3,0.00%,100.00%,50.60,20
all_domains,13,gripper,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,37.00,2,66.67%,100.00%,46.67,3,62.50%,100.00%,166.25,16
all_domains,13,logistics,shortest_path,xgboost,state,55,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,111.56,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,shortest_path,xgboost,state,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.97,37,96.80%,100.00%,72.19,219
all_domains,13,blocks,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,28.67,3,0.00%,100.00%,106.40,20
all_domains,13,gripper,shortest_path,xgboost,delta,55,pooled,50.00%,100.00%,124.50,2,100.00%,100.00%,19.00,3,0.00%,100.00%,214.75,16
all_domains,13,logistics,shortest_path,xgboost,delta,55,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,133.67,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,shortest_path,xgboost,delta,55,pooled,100.00%,100.00%,18.83,24,100.00%,100.00%,8.51,37,100.00%,100.00%,61.21,219
all_domains,13,blocks,graphbpe,lstm,state,123,pooled,0.00%,100.00%,74.67,3,66.67%,100.00%,49.33,3,0.00%,100.00%,105.20,20
all_domains,13,gripper,graphbpe,lstm,state,123,pooled,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,100.00%,100.00%,109.00,16
all_domains,13,logistics,graphbpe,lstm,state,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,graphbpe,lstm,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,13,blocks,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,72.67,3,100.00%,100.00%,20.00,3,0.00%,100.00%,123.70,20
all_domains,13,gripper,graphbpe,lstm,delta,123,pooled,100.00%,100.00%,39.00,2,100.00%,100.00%,21.00,3,87.50%,100.00%,224.38,16
all_domains,13,logistics,graphbpe,lstm,delta,123,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,124.67,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,graphbpe,lstm,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,13,blocks,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,77.33,3,100.00%,100.00%,27.33,3,0.00%,100.00%,109.60,20
all_domains,13,gripper,graphbpe,xgboost,state,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,13,logistics,graphbpe,xgboost,state,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,graphbpe,xgboost,state,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,13,blocks,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,77.33,3,100.00%,100.00%,16.67,3,0.00%,100.00%,102.80,20
all_domains,13,gripper,graphbpe,xgboost,delta,123,pooled,100.00%,100.00%,37.00,2,100.00%,100.00%,19.00,3,100.00%,100.00%,107.00,16
all_domains,13,logistics,graphbpe,xgboost,delta,123,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,117.11,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,graphbpe,xgboost,delta,123,pooled,54.17%,100.00%,101.58,24,75.68%,100.00%,21.00,37,9.59%,100.00%,460.56,219
all_domains,13,blocks,random,lstm,state,128,pooled,0.00%,100.00%,92.00,3,0.00%,100.00%,50.67,3,0.00%,100.00%,121.70,20
all_domains,13,gripper,random,lstm,state,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,83.67,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,random,lstm,state,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,120.89,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,lstm,state,128,pooled,41.67%,100.00%,102.33,24,78.38%,100.00%,23.41,37,2.74%,100.00%,336.55,219
all_domains,13,blocks,random,lstm,delta,128,pooled,0.00%,100.00%,81.33,3,0.00%,100.00%,20.67,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,random,lstm,delta,128,pooled,100.00%,100.00%,54.00,2,66.67%,100.00%,46.67,3,37.50%,100.00%,250.00,16
all_domains,13,logistics,random,lstm,delta,128,pooled,0.00%,100.00%,150.00,4,22.22%,100.00%,113.11,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,lstm,delta,128,pooled,54.17%,100.00%,104.92,24,70.27%,100.00%,24.68,37,4.57%,100.00%,400.44,219
all_domains,13,blocks,random,xgboost,state,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,26.67,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,random,xgboost,state,128,pooled,100.00%,100.00%,44.00,2,66.67%,100.00%,46.00,3,87.50%,100.00%,136.12,16
all_domains,13,logistics,random,xgboost,state,128,pooled,0.00%,100.00%,150.00,4,11.11%,100.00%,117.22,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,xgboost,state,128,pooled,75.00%,100.00%,34.46,24,100.00%,100.00%,10.76,37,81.28%,100.00%,99.25,219
all_domains,13,blocks,random,xgboost,delta,128,pooled,0.00%,100.00%,100.00,3,0.00%,100.00%,30.00,3,0.00%,100.00%,125.00,20
all_domains,13,gripper,random,xgboost,delta,128,pooled,0.00%,100.00%,135.00,2,33.33%,100.00%,73.67,3,0.00%,100.00%,310.00,16
all_domains,13,logistics,random,xgboost,delta,128,pooled,0.00%,100.00%,150.00,4,0.00%,100.00%,123.00,9,0.00%,100.00%,293.33,18
all_domains,13,visitall-from-everywhere,random,xgboost,delta,128,pooled,75.00%,100.00%,84.79,24,75.68%,100.00%,23.00,37,77.63%,100.00%,178.03,219
all_domains,23,blocks,wl,lstm,state,1164,union,0.00%,100.00%,100.00,3,100.00%,100.00%,13.33,3,25.00%,100.00%,116.30,20
all_domains,23,gripper,wl,lstm,state,1164,union,100.00%,100.00%,35.00,2,100.00%,100.00%,16.33,3,12.50%,100.00%,295.25,16
all_domains,23,logistics,wl,lstm,state,1164,union,0.00%,100.00%,150.00,4,33.33%,100.00%,99.67,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,lstm,state,1164,union,100.00%,100.00%,19.29,24,100.00%,100.00%,9.14,37,98.17%,100.00%,66.36,219
all_domains,23,blocks,wl,lstm,delta,1164,union,33.33%,100.00%,86.67,3,100.00%,100.00%,13.33,3,10.00%,100.00%,102.30,20
all_domains,23,gripper,wl,lstm,delta,1164,union,100.00%,100.00%,45.00,2,100.00%,100.00%,21.00,3,81.25%,100.00%,181.06,16
all_domains,23,logistics,wl,lstm,delta,1164,union,0.00%,100.00%,150.00,4,11.11%,100.00%,125.56,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,lstm,delta,1164,union,100.00%,100.00%,18.96,24,100.00%,100.00%,8.54,37,98.17%,100.00%,77.28,219
all_domains,23,blocks,wl,xgboost,state,1164,union,100.00%,100.00%,25.33,3,100.00%,100.00%,12.67,3,30.00%,100.00%,108.50,20
all_domains,23,gripper,wl,xgboost,state,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,88.33,3,0.00%,100.00%,310.00,16
all_domains,23,logistics,wl,xgboost,state,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,111.78,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,xgboost,state,1164,union,100.00%,100.00%,19.12,24,100.00%,100.00%,8.76,37,21.46%,100.00%,391.70,219
all_domains,23,blocks,wl,xgboost,delta,1164,union,66.67%,100.00%,44.67,3,100.00%,100.00%,12.67,3,60.00%,100.00%,77.10,20
all_domains,23,gripper,wl,xgboost,delta,1164,union,0.00%,100.00%,135.00,2,33.33%,100.00%,90.33,3,0.00%,100.00%,292.94,16
all_domains,23,logistics,wl,xgboost,delta,1164,union,0.00%,100.00%,150.00,4,22.22%,100.00%,122.89,9,0.00%,100.00%,293.33,18
all_domains,23,visitall-from-everywhere,wl,xgboost,delta,1164,union,100.00%,100.00%,18.83,24,100.00%,100.00%,8.68,37,100.00%,100.00%,61.37,219
