regime,seed,tokenizer,model,mode,domain,split,embedding_dim,fit_strategy,result_file,num_problems,solved_rate,exec_rate,avg_plan_len
domain_dependent,23,shortest_path,xgboost,delta,visitall-from-everywhere,test-interpolation,27,domain_specific,outputs\domain_dependent\results\seed_23\shortest_path\xgboost_delta\visitall-from-everywhere_shortest_path_test-interpolation_delta_results.json,37,1.0,1.0,8.513513513513514
domain_dependent,23,shortest_path,xgboost,delta,visitall-from-everywhere,test-extrapolation,27,domain_specific,outputs\domain_dependent\results\seed_23\shortest_path\xgboost_delta\visitall-from-everywhere_shortest_path_test-extrapolation_delta_results.json,219,1.0,1.0,61.25114155251141
domain_dependent,23,graphbpe,lstm,state,blocks,validation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\blocks_graphbpe_validation_state_results.json,3,0.0,1.0,100.0
domain_dependent,23,graphbpe,lstm,state,blocks,test-interpolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\blocks_graphbpe_test-interpolation_state_results.json,3,0.0,1.0,77.33333333333333
domain_dependent,23,graphbpe,lstm,state,blocks,test-extrapolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\blocks_graphbpe_test-extrapolation_state_results.json,20,0.0,1.0,125.0
domain_dependent,23,graphbpe,lstm,state,gripper,validation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\gripper_graphbpe_validation_state_results.json,2,1.0,1.0,39.0
domain_dependent,23,graphbpe,lstm,state,gripper,test-interpolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\gripper_graphbpe_test-interpolation_state_results.json,3,1.0,1.0,21.0
domain_dependent,23,graphbpe,lstm,state,gripper,test-extrapolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\gripper_graphbpe_test-extrapolation_state_results.json,16,1.0,1.0,109.0
domain_dependent,23,graphbpe,lstm,state,logistics,validation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\logistics_graphbpe_validation_state_results.json,4,0.0,1.0,150.0
domain_dependent,23,graphbpe,lstm,state,logistics,test-interpolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\logistics_graphbpe_test-interpolation_state_results.json,9,0.1111111111111111,1.0,124.66666666666667
domain_dependent,23,graphbpe,lstm,state,logistics,test-extrapolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\logistics_graphbpe_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,graphbpe,lstm,state,visitall-from-everywhere,validation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\visitall-from-everywhere_graphbpe_validation_state_results.json,24,0.5416666666666666,1.0,101.58333333333333
domain_dependent,23,graphbpe,lstm,state,visitall-from-everywhere,test-interpolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\visitall-from-everywhere_graphbpe_test-interpolation_state_results.json,37,0.7567567567567568,1.0,21.0
domain_dependent,23,graphbpe,lstm,state,visitall-from-everywhere,test-extrapolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_state\visitall-from-everywhere_graphbpe_test-extrapolation_state_results.json,219,0.0958904109589041,1.0,460.56164383561645
domain_dependent,23,graphbpe,lstm,delta,blocks,validation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\blocks_graphbpe_validation_delta_results.json,3,0.0,1.0,100.0
domain_dependent,23,graphbpe,lstm,delta,blocks,test-interpolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\blocks_graphbpe_test-interpolation_delta_results.json,3,0.3333333333333333,1.0,44.666666666666664
domain_dependent,23,graphbpe,lstm,delta,blocks,test-extrapolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\blocks_graphbpe_test-extrapolation_delta_results.json,20,0.0,1.0,112.2
domain_dependent,23,graphbpe,lstm,delta,gripper,validation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\gripper_graphbpe_validation_delta_results.json,2,1.0,1.0,39.0
domain_dependent,23,graphbpe,lstm,delta,gripper,test-interpolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\gripper_graphbpe_test-interpolation_delta_results.json,3,1.0,1.0,21.0
domain_dependent,23,graphbpe,lstm,delta,gripper,test-extrapolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\gripper_graphbpe_test-extrapolation_delta_results.json,16,1.0,1.0,109.0
domain_dependent,23,graphbpe,lstm,delta,logistics,validation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\logistics_graphbpe_validation_delta_results.json,4,0.0,1.0,150.0
domain_dependent,23,graphbpe,lstm,delta,logistics,test-interpolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\logistics_graphbpe_test-interpolation_delta_results.json,9,0.1111111111111111,1.0,124.66666666666667
domain_dependent,23,graphbpe,lstm,delta,logistics,test-extrapolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\logistics_graphbpe_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,graphbpe,lstm,delta,visitall-from-everywhere,validation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\visitall-from-everywhere_graphbpe_validation_delta_results.json,24,0.5416666666666666,1.0,101.58333333333333
domain_dependent,23,graphbpe,lstm,delta,visitall-from-everywhere,test-interpolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\visitall-from-everywhere_graphbpe_test-interpolation_delta_results.json,37,0.7567567567567568,1.0,21.0
domain_dependent,23,graphbpe,lstm,delta,visitall-from-everywhere,test-extrapolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\lstm_delta\visitall-from-everywhere_graphbpe_test-extrapolation_delta_results.json,219,0.0958904109589041,1.0,460.56164383561645
domain_dependent,23,graphbpe,xgboost,state,blocks,validation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\blocks_graphbpe_validation_state_results.json,3,0.0,1.0,100.0
domain_dependent,23,graphbpe,xgboost,state,blocks,test-interpolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\blocks_graphbpe_test-interpolation_state_results.json,3,0.0,1.0,98.0
domain_dependent,23,graphbpe,xgboost,state,blocks,test-extrapolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\blocks_graphbpe_test-extrapolation_state_results.json,20,0.0,1.0,125.0
domain_dependent,23,graphbpe,xgboost,state,gripper,validation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\gripper_graphbpe_validation_state_results.json,2,1.0,1.0,37.0
domain_dependent,23,graphbpe,xgboost,state,gripper,test-interpolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\gripper_graphbpe_test-interpolation_state_results.json,3,1.0,1.0,19.0
domain_dependent,23,graphbpe,xgboost,state,gripper,test-extrapolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\gripper_graphbpe_test-extrapolation_state_results.json,16,1.0,1.0,107.0
domain_dependent,23,graphbpe,xgboost,state,logistics,validation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\logistics_graphbpe_validation_state_results.json,4,0.0,1.0,150.0
domain_dependent,23,graphbpe,xgboost,state,logistics,test-interpolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\logistics_graphbpe_test-interpolation_state_results.json,9,0.2222222222222222,1.0,117.11111111111111
domain_dependent,23,graphbpe,xgboost,state,logistics,test-extrapolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\logistics_graphbpe_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,graphbpe,xgboost,state,visitall-from-everywhere,validation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\visitall-from-everywhere_graphbpe_validation_state_results.json,24,0.5416666666666666,1.0,101.58333333333333
domain_dependent,23,graphbpe,xgboost,state,visitall-from-everywhere,test-interpolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\visitall-from-everywhere_graphbpe_test-interpolation_state_results.json,37,0.7567567567567568,1.0,21.0
domain_dependent,23,graphbpe,xgboost,state,visitall-from-everywhere,test-extrapolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_state\visitall-from-everywhere_graphbpe_test-extrapolation_state_results.json,219,0.0958904109589041,1.0,460.56164383561645
domain_dependent,23,graphbpe,xgboost,delta,blocks,validation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\blocks_graphbpe_validation_delta_results.json,3,0.0,1.0,100.0
domain_dependent,23,graphbpe,xgboost,delta,blocks,test-interpolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\blocks_graphbpe_test-interpolation_delta_results.json,3,0.0,1.0,78.66666666666667
domain_dependent,23,graphbpe,xgboost,delta,blocks,test-extrapolation,84,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\blocks_graphbpe_test-extrapolation_delta_results.json,20,0.0,1.0,124.4
domain_dependent,23,graphbpe,xgboost,delta,gripper,validation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\gripper_graphbpe_validation_delta_results.json,2,1.0,1.0,37.0
domain_dependent,23,graphbpe,xgboost,delta,gripper,test-interpolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\gripper_graphbpe_test-interpolation_delta_results.json,3,1.0,1.0,19.0
domain_dependent,23,graphbpe,xgboost,delta,gripper,test-extrapolation,58,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\gripper_graphbpe_test-extrapolation_delta_results.json,16,1.0,1.0,107.0
domain_dependent,23,graphbpe,xgboost,delta,logistics,validation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\logistics_graphbpe_validation_delta_results.json,4,0.0,1.0,150.0
domain_dependent,23,graphbpe,xgboost,delta,logistics,test-interpolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\logistics_graphbpe_test-interpolation_delta_results.json,9,0.2222222222222222,1.0,117.11111111111111
domain_dependent,23,graphbpe,xgboost,delta,logistics,test-extrapolation,102,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\logistics_graphbpe_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,graphbpe,xgboost,delta,visitall-from-everywhere,validation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\visitall-from-everywhere_graphbpe_validation_delta_results.json,24,0.5416666666666666,1.0,101.58333333333333
domain_dependent,23,graphbpe,xgboost,delta,visitall-from-everywhere,test-interpolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\visitall-from-everywhere_graphbpe_test-interpolation_delta_results.json,37,0.7567567567567568,1.0,21.0
domain_dependent,23,graphbpe,xgboost,delta,visitall-from-everywhere,test-extrapolation,104,domain_specific,outputs\domain_dependent\results\seed_23\graphbpe\xgboost_delta\visitall-from-everywhere_graphbpe_test-extrapolation_delta_results.json,219,0.0958904109589041,1.0,460.56164383561645
domain_dependent,23,random,lstm,state,blocks,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\blocks_random_validation_state_results.json,3,0.0,1.0,100.0
domain_dependent,23,random,lstm,state,blocks,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\blocks_random_test-interpolation_state_results.json,3,0.0,1.0,29.333333333333332
domain_dependent,23,random,lstm,state,blocks,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\blocks_random_test-extrapolation_state_results.json,20,0.0,1.0,125.0
domain_dependent,23,random,lstm,state,gripper,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\gripper_random_validation_state_results.json,2,1.0,1.0,35.0
domain_dependent,23,random,lstm,state,gripper,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\gripper_random_test-interpolation_state_results.json,3,1.0,1.0,17.0
domain_dependent,23,random,lstm,state,gripper,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\gripper_random_test-extrapolation_state_results.json,16,0.1875,1.0,283.9375
domain_dependent,23,random,lstm,state,logistics,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\logistics_random_validation_state_results.json,4,0.0,1.0,150.0
domain_dependent,23,random,lstm,state,logistics,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\logistics_random_test-interpolation_state_results.json,9,0.2222222222222222,1.0,108.22222222222223
domain_dependent,23,random,lstm,state,logistics,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\logistics_random_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,random,lstm,state,visitall-from-everywhere,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\visitall-from-everywhere_random_validation_state_results.json,24,0.5416666666666666,1.0,114.25
domain_dependent,23,random,lstm,state,visitall-from-everywhere,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\visitall-from-everywhere_random_test-interpolation_state_results.json,37,0.7297297297297297,1.0,25.81081081081081
domain_dependent,23,random,lstm,state,visitall-from-everywhere,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_state\visitall-from-everywhere_random_test-extrapolation_state_results.json,219,0.0547945205479452,1.0,379.2237442922374
domain_dependent,23,random,lstm,delta,blocks,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\blocks_random_validation_delta_results.json,3,0.0,1.0,59.333333333333336
domain_dependent,23,random,lstm,delta,blocks,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\blocks_random_test-interpolation_delta_results.json,3,0.0,1.0,26.666666666666668
domain_dependent,23,random,lstm,delta,blocks,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\blocks_random_test-extrapolation_delta_results.json,20,0.0,1.0,85.6
domain_dependent,23,random,lstm,delta,gripper,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\gripper_random_validation_delta_results.json,2,1.0,1.0,28.0
domain_dependent,23,random,lstm,delta,gripper,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\gripper_random_test-interpolation_delta_results.json,3,0.6666666666666666,1.0,25.666666666666668
domain_dependent,23,random,lstm,delta,gripper,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\gripper_random_test-extrapolation_delta_results.json,16,0.6875,1.0,55.375
domain_dependent,23,random,lstm,delta,logistics,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\logistics_random_validation_delta_results.json,4,0.0,1.0,150.0
domain_dependent,23,random,lstm,delta,logistics,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\logistics_random_test-interpolation_delta_results.json,9,0.0,1.0,136.66666666666666
domain_dependent,23,random,lstm,delta,logistics,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\logistics_random_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,random,lstm,delta,visitall-from-everywhere,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\visitall-from-everywhere_random_validation_delta_results.json,24,0.4583333333333333,1.0,106.04166666666667
domain_dependent,23,random,lstm,delta,visitall-from-everywhere,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\visitall-from-everywhere_random_test-interpolation_delta_results.json,37,0.7297297297297297,1.0,24.37837837837838
domain_dependent,23,random,lstm,delta,visitall-from-everywhere,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\lstm_delta\visitall-from-everywhere_random_test-extrapolation_delta_results.json,219,0.7671232876712328,1.0,211.0
domain_dependent,23,random,xgboost,state,blocks,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\blocks_random_validation_state_results.json,3,0.0,1.0,27.333333333333332
domain_dependent,23,random,xgboost,state,blocks,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\blocks_random_test-interpolation_state_results.json,3,0.0,1.0,20.666666666666668
domain_dependent,23,random,xgboost,state,blocks,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\blocks_random_test-extrapolation_state_results.json,20,0.0,1.0,125.0
domain_dependent,23,random,xgboost,state,gripper,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\gripper_random_validation_state_results.json,2,1.0,1.0,37.0
domain_dependent,23,random,xgboost,state,gripper,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\gripper_random_test-interpolation_state_results.json,3,1.0,1.0,19.0
domain_dependent,23,random,xgboost,state,gripper,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\gripper_random_test-extrapolation_state_results.json,16,1.0,1.0,107.0
domain_dependent,23,random,xgboost,state,logistics,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\logistics_random_validation_state_results.json,4,0.0,1.0,150.0
domain_dependent,23,random,xgboost,state,logistics,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\logistics_random_test-interpolation_state_results.json,9,0.1111111111111111,1.0,125.66666666666667
domain_dependent,23,random,xgboost,state,logistics,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\logistics_random_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,random,xgboost,state,visitall-from-everywhere,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\visitall-from-everywhere_random_validation_state_results.json,24,0.3333333333333333,1.0,114.33333333333333
domain_dependent,23,random,xgboost,state,visitall-from-everywhere,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\visitall-from-everywhere_random_test-interpolation_state_results.json,37,0.7027027027027027,1.0,23.45945945945946
domain_dependent,23,random,xgboost,state,visitall-from-everywhere,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_state\visitall-from-everywhere_random_test-extrapolation_state_results.json,219,0.0091324200913242,1.0,389.6986301369863
domain_dependent,23,random,xgboost,delta,blocks,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\blocks_random_validation_delta_results.json,3,0.0,1.0,99.33333333333333
domain_dependent,23,random,xgboost,delta,blocks,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\blocks_random_test-interpolation_delta_results.json,3,0.0,1.0,21.333333333333332
domain_dependent,23,random,xgboost,delta,blocks,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\blocks_random_test-extrapolation_delta_results.json,20,0.0,1.0,125.0
domain_dependent,23,random,xgboost,delta,gripper,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\gripper_random_validation_delta_results.json,2,0.5,1.0,87.5
domain_dependent,23,random,xgboost,delta,gripper,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\gripper_random_test-interpolation_delta_results.json,3,1.0,1.0,19.0
domain_dependent,23,random,xgboost,delta,gripper,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\gripper_random_test-extrapolation_delta_results.json,16,0.0,1.0,310.0
domain_dependent,23,random,xgboost,delta,logistics,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\logistics_random_validation_delta_results.json,4,0.0,1.0,150.0
domain_dependent,23,random,xgboost,delta,logistics,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\logistics_random_test-interpolation_delta_results.json,9,0.0,1.0,135.55555555555554
domain_dependent,23,random,xgboost,delta,logistics,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\logistics_random_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,23,random,xgboost,delta,visitall-from-everywhere,validation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\visitall-from-everywhere_random_validation_delta_results.json,24,1.0,1.0,23.125
domain_dependent,23,random,xgboost,delta,visitall-from-everywhere,test-interpolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\visitall-from-everywhere_random_test-interpolation_delta_results.json,37,1.0,1.0,10.0
domain_dependent,23,random,xgboost,delta,visitall-from-everywhere,test-extrapolation,128,domain_specific,outputs\domain_dependent\results\seed_23\random\xgboost_delta\visitall-from-everywhere_random_test-extrapolation_delta_results.json,219,1.0,1.0,69.68949771689498
domain_dependent,37,wl,lstm,state,blocks,validation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\blocks_graphs_validation_state_results.json,3,0.3333333333333333,1.0,74.0
domain_dependent,37,wl,lstm,state,blocks,test-interpolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\blocks_graphs_test-interpolation_state_results.json,3,1.0,1.0,34.0
domain_dependent,37,wl,lstm,state,blocks,test-extrapolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\blocks_graphs_test-extrapolation_state_results.json,20,0.05,1.0,122.6
domain_dependent,37,wl,lstm,state,gripper,validation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\gripper_graphs_validation_state_results.json,2,1.0,1.0,30.0
domain_dependent,37,wl,lstm,state,gripper,test-interpolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\gripper_graphs_test-interpolation_state_results.json,3,1.0,1.0,16.333333333333332
domain_dependent,37,wl,lstm,state,gripper,test-extrapolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\gripper_graphs_test-extrapolation_state_results.json,16,1.0,1.0,108.25
domain_dependent,37,wl,lstm,state,logistics,validation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\logistics_graphs_validation_state_results.json,4,0.0,1.0,150.0
domain_dependent,37,wl,lstm,state,logistics,test-interpolation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\logistics_graphs_test-interpolation_state_results.json,9,0.1111111111111111,1.0,127.88888888888889
domain_dependent,37,wl,lstm,state,logistics,test-extrapolation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\logistics_graphs_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,37,wl,lstm,state,visitall-from-everywhere,validation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\visitall-from-everywhere_graphs_validation_state_results.json,24,0.625,1.0,55.958333333333336
domain_dependent,37,wl,lstm,state,visitall-from-everywhere,test-interpolation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\visitall-from-everywhere_graphs_test-interpolation_state_results.json,37,1.0,1.0,10.756756756756756
domain_dependent,37,wl,lstm,state,visitall-from-everywhere,test-extrapolation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_state\visitall-from-everywhere_graphs_test-extrapolation_state_results.json,219,0.091324200913242,1.0,371.2648401826484
domain_dependent,37,wl,lstm,delta,blocks,validation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\blocks_graphs_validation_delta_results.json,3,0.3333333333333333,1.0,73.33333333333333
domain_dependent,37,wl,lstm,delta,blocks,test-interpolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\blocks_graphs_test-interpolation_delta_results.json,3,1.0,1.0,15.333333333333334
domain_dependent,37,wl,lstm,delta,blocks,test-extrapolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\blocks_graphs_test-extrapolation_delta_results.json,20,0.45,1.0,92.8
domain_dependent,37,wl,lstm,delta,gripper,validation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\gripper_graphs_validation_delta_results.json,2,0.0,1.0,135.0
domain_dependent,37,wl,lstm,delta,gripper,test-interpolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\gripper_graphs_test-interpolation_delta_results.json,3,0.3333333333333333,1.0,79.0
domain_dependent,37,wl,lstm,delta,gripper,test-extrapolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\gripper_graphs_test-extrapolation_delta_results.json,16,0.0,1.0,310.0
domain_dependent,37,wl,lstm,delta,logistics,validation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\logistics_graphs_validation_delta_results.json,4,0.0,1.0,150.0
domain_dependent,37,wl,lstm,delta,logistics,test-interpolation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\logistics_graphs_test-interpolation_delta_results.json,9,0.3333333333333333,1.0,100.33333333333333
domain_dependent,37,wl,lstm,delta,logistics,test-extrapolation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\logistics_graphs_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
domain_dependent,37,wl,lstm,delta,visitall-from-everywhere,validation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\visitall-from-everywhere_graphs_validation_delta_results.json,24,1.0,1.0,21.375
domain_dependent,37,wl,lstm,delta,visitall-from-everywhere,test-interpolation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\visitall-from-everywhere_graphs_test-interpolation_delta_results.json,37,1.0,1.0,8.432432432432432
domain_dependent,37,wl,lstm,delta,visitall-from-everywhere,test-extrapolation,138,domain_specific,outputs\domain_dependent\results\seed_37\wl\lstm_delta\visitall-from-everywhere_graphs_test-extrapolation_delta_results.json,219,0.9315068493150684,1.0,78.04566210045662
domain_dependent,37,wl,xgboost,state,blocks,validation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\blocks_graphs_validation_state_results.json,3,1.0,1.0,19.333333333333332
domain_dependent,37,wl,xgboost,state,blocks,test-interpolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\blocks_graphs_test-interpolation_state_results.json,3,1.0,1.0,12.666666666666666
domain_dependent,37,wl,xgboost,state,blocks,test-extrapolation,172,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\blocks_graphs_test-extrapolation_state_results.json,20,0.2,1.0,114.8
domain_dependent,37,wl,xgboost,state,gripper,validation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\gripper_graphs_validation_state_results.json,2,0.0,1.0,124.5
domain_dependent,37,wl,xgboost,state,gripper,test-interpolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\gripper_graphs_test-interpolation_state_results.json,3,0.6666666666666666,1.0,45.0
domain_dependent,37,wl,xgboost,state,gripper,test-extrapolation,302,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\gripper_graphs_test-extrapolation_state_results.json,16,0.0,1.0,310.0
domain_dependent,37,wl,xgboost,state,logistics,validation,552,domain_specific,outputs\domain_dependent\results\seed_37\wl\xgboost_state\logistics_graphs_validation_state_results.json,4,0.0,1.0,150.0
