regime,seed,tokenizer,model,mode,domain,split,embedding_dim,fit_strategy,result_file,num_problems,solved_rate,exec_rate,avg_plan_len
all_domains,13,wl,lstm,delta,logistics,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\lstm_delta\logistics_wl_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,wl,lstm,delta,visitall-from-everywhere,validation,1164,union,outputs\all_domains\results\seed_13\wl\lstm_delta\visitall-from-everywhere_wl_validation_delta_results.json,24,1.0,1.0,20.25
all_domains,13,wl,lstm,delta,visitall-from-everywhere,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\lstm_delta\visitall-from-everywhere_wl_test-interpolation_delta_results.json,37,1.0,1.0,9.216216216216216
all_domains,13,wl,lstm,delta,visitall-from-everywhere,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\lstm_delta\visitall-from-everywhere_wl_test-extrapolation_delta_results.json,219,0.954337899543379,1.0,78.8082191780822
all_domains,13,wl,xgboost,state,blocks,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\blocks_wl_validation_state_results.json,3,1.0,1.0,25.333333333333332
all_domains,13,wl,xgboost,state,blocks,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\blocks_wl_test-interpolation_state_results.json,3,1.0,1.0,12.666666666666666
all_domains,13,wl,xgboost,state,blocks,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\blocks_wl_test-extrapolation_state_results.json,20,0.3,1.0,108.5
all_domains,13,wl,xgboost,state,gripper,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\gripper_wl_validation_state_results.json,2,0.0,1.0,135.0
all_domains,13,wl,xgboost,state,gripper,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\gripper_wl_test-interpolation_state_results.json,3,0.3333333333333333,1.0,88.33333333333333
all_domains,13,wl,xgboost,state,gripper,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\gripper_wl_test-extrapolation_state_results.json,16,0.0,1.0,310.0
all_domains,13,wl,xgboost,state,logistics,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\logistics_wl_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,wl,xgboost,state,logistics,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\logistics_wl_test-interpolation_state_results.json,9,0.2222222222222222,1.0,111.77777777777777
all_domains,13,wl,xgboost,state,logistics,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\logistics_wl_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,wl,xgboost,state,visitall-from-everywhere,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\visitall-from-everywhere_wl_validation_state_results.json,24,1.0,1.0,19.125
all_domains,13,wl,xgboost,state,visitall-from-everywhere,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\visitall-from-everywhere_wl_test-interpolation_state_results.json,37,1.0,1.0,8.756756756756756
all_domains,13,wl,xgboost,state,visitall-from-everywhere,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_state\visitall-from-everywhere_wl_test-extrapolation_state_results.json,219,0.2146118721461187,1.0,391.70319634703196
all_domains,13,wl,xgboost,delta,blocks,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\blocks_wl_validation_delta_results.json,3,0.6666666666666666,1.0,44.666666666666664
all_domains,13,wl,xgboost,delta,blocks,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\blocks_wl_test-interpolation_delta_results.json,3,1.0,1.0,12.666666666666666
all_domains,13,wl,xgboost,delta,blocks,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\blocks_wl_test-extrapolation_delta_results.json,20,0.6,1.0,77.1
all_domains,13,wl,xgboost,delta,gripper,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\gripper_wl_validation_delta_results.json,2,0.0,1.0,135.0
all_domains,13,wl,xgboost,delta,gripper,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\gripper_wl_test-interpolation_delta_results.json,3,0.3333333333333333,1.0,90.33333333333333
all_domains,13,wl,xgboost,delta,gripper,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\gripper_wl_test-extrapolation_delta_results.json,16,0.0,1.0,292.9375
all_domains,13,wl,xgboost,delta,logistics,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\logistics_wl_validation_delta_results.json,4,0.0,1.0,150.0
all_domains,13,wl,xgboost,delta,logistics,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\logistics_wl_test-interpolation_delta_results.json,9,0.2222222222222222,1.0,122.88888888888889
all_domains,13,wl,xgboost,delta,logistics,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\logistics_wl_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,wl,xgboost,delta,visitall-from-everywhere,validation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\visitall-from-everywhere_wl_validation_delta_results.json,24,1.0,1.0,18.833333333333332
all_domains,13,wl,xgboost,delta,visitall-from-everywhere,test-interpolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\visitall-from-everywhere_wl_test-interpolation_delta_results.json,37,1.0,1.0,8.675675675675675
all_domains,13,wl,xgboost,delta,visitall-from-everywhere,test-extrapolation,1164,union,outputs\all_domains\results\seed_13\wl\xgboost_delta\visitall-from-everywhere_wl_test-extrapolation_delta_results.json,219,1.0,1.0,61.37442922374429
all_domains,13,simhash,lstm,state,blocks,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\blocks_simhash_validation_state_results.json,3,0.0,1.0,100.0
all_domains,13,simhash,lstm,state,blocks,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\blocks_simhash_test-interpolation_state_results.json,3,0.0,1.0,68.0
all_domains,13,simhash,lstm,state,blocks,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\blocks_simhash_test-extrapolation_state_results.json,20,0.0,1.0,125.0
all_domains,13,simhash,lstm,state,gripper,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\gripper_simhash_validation_state_results.json,2,0.5,1.0,91.5
all_domains,13,simhash,lstm,state,gripper,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\gripper_simhash_test-interpolation_state_results.json,3,0.6666666666666666,1.0,56.0
all_domains,13,simhash,lstm,state,gripper,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\gripper_simhash_test-extrapolation_state_results.json,16,0.875,1.0,126.4375
all_domains,13,simhash,lstm,state,logistics,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\logistics_simhash_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,simhash,lstm,state,logistics,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\logistics_simhash_test-interpolation_state_results.json,9,0.2222222222222222,1.0,135.33333333333334
all_domains,13,simhash,lstm,state,logistics,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\logistics_simhash_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,simhash,lstm,state,visitall-from-everywhere,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\visitall-from-everywhere_simhash_validation_state_results.json,24,0.8333333333333334,1.0,57.208333333333336
all_domains,13,simhash,lstm,state,visitall-from-everywhere,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\visitall-from-everywhere_simhash_test-interpolation_state_results.json,37,0.972972972972973,1.0,14.162162162162161
all_domains,13,simhash,lstm,state,visitall-from-everywhere,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_state\visitall-from-everywhere_simhash_test-extrapolation_state_results.json,219,0.3744292237442922,1.0,392.92237442922374
all_domains,13,simhash,lstm,delta,blocks,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\blocks_simhash_validation_delta_results.json,3,0.0,1.0,100.0
all_domains,13,simhash,lstm,delta,blocks,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\blocks_simhash_test-interpolation_delta_results.json,3,0.0,1.0,100.0
all_domains,13,simhash,lstm,delta,blocks,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\blocks_simhash_test-extrapolation_delta_results.json,20,0.0,1.0,120.5
all_domains,13,simhash,lstm,delta,gripper,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\gripper_simhash_validation_delta_results.json,2,0.5,1.0,32.5
all_domains,13,simhash,lstm,delta,gripper,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\gripper_simhash_test-interpolation_delta_results.json,3,0.3333333333333333,1.0,23.0
all_domains,13,simhash,lstm,delta,gripper,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\gripper_simhash_test-extrapolation_delta_results.json,16,0.25,1.0,239.25
all_domains,13,simhash,lstm,delta,logistics,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\logistics_simhash_validation_delta_results.json,4,0.0,1.0,150.0
all_domains,13,simhash,lstm,delta,logistics,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\logistics_simhash_test-interpolation_delta_results.json,9,0.1111111111111111,1.0,130.55555555555554
all_domains,13,simhash,lstm,delta,logistics,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\logistics_simhash_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,simhash,lstm,delta,visitall-from-everywhere,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\visitall-from-everywhere_simhash_validation_delta_results.json,24,0.4166666666666667,1.0,106.0
all_domains,13,simhash,lstm,delta,visitall-from-everywhere,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\visitall-from-everywhere_simhash_test-interpolation_delta_results.json,37,0.7297297297297297,1.0,25.486486486486488
all_domains,13,simhash,lstm,delta,visitall-from-everywhere,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\lstm_delta\visitall-from-everywhere_simhash_test-extrapolation_delta_results.json,219,0.0730593607305936,1.0,415.90410958904107
all_domains,13,simhash,xgboost,state,blocks,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\blocks_simhash_validation_state_results.json,3,0.0,1.0,100.0
all_domains,13,simhash,xgboost,state,blocks,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\blocks_simhash_test-interpolation_state_results.json,3,0.0,1.0,86.0
all_domains,13,simhash,xgboost,state,blocks,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\blocks_simhash_test-extrapolation_state_results.json,20,0.0,1.0,125.0
all_domains,13,simhash,xgboost,state,gripper,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\gripper_simhash_validation_state_results.json,2,0.5,1.0,84.5
all_domains,13,simhash,xgboost,state,gripper,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\gripper_simhash_test-interpolation_state_results.json,3,0.6666666666666666,1.0,45.333333333333336
all_domains,13,simhash,xgboost,state,gripper,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\gripper_simhash_test-extrapolation_state_results.json,16,0.1875,1.0,271.5625
all_domains,13,simhash,xgboost,state,logistics,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\logistics_simhash_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,simhash,xgboost,state,logistics,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\logistics_simhash_test-interpolation_state_results.json,9,0.0,1.0,109.44444444444444
all_domains,13,simhash,xgboost,state,logistics,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\logistics_simhash_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,simhash,xgboost,state,visitall-from-everywhere,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\visitall-from-everywhere_simhash_validation_state_results.json,24,0.6666666666666666,1.0,57.208333333333336
all_domains,13,simhash,xgboost,state,visitall-from-everywhere,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\visitall-from-everywhere_simhash_test-interpolation_state_results.json,37,0.8108108108108109,1.0,17.45945945945946
all_domains,13,simhash,xgboost,state,visitall-from-everywhere,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_state\visitall-from-everywhere_simhash_test-extrapolation_state_results.json,219,0.2785388127853881,1.0,409.4246575342466
all_domains,13,simhash,xgboost,delta,blocks,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\blocks_simhash_validation_delta_results.json,3,0.0,1.0,100.0
all_domains,13,simhash,xgboost,delta,blocks,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\blocks_simhash_test-interpolation_delta_results.json,3,0.0,1.0,38.666666666666664
all_domains,13,simhash,xgboost,delta,blocks,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\blocks_simhash_test-extrapolation_delta_results.json,20,0.0,1.0,123.0
all_domains,13,simhash,xgboost,delta,gripper,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\gripper_simhash_validation_delta_results.json,2,0.5,1.0,52.0
all_domains,13,simhash,xgboost,delta,gripper,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\gripper_simhash_test-interpolation_delta_results.json,3,0.3333333333333333,1.0,73.66666666666667
all_domains,13,simhash,xgboost,delta,gripper,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\gripper_simhash_test-extrapolation_delta_results.json,16,0.375,1.0,246.6875
all_domains,13,simhash,xgboost,delta,logistics,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\logistics_simhash_validation_delta_results.json,4,0.0,1.0,150.0
all_domains,13,simhash,xgboost,delta,logistics,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\logistics_simhash_test-interpolation_delta_results.json,9,0.0,1.0,136.66666666666666
all_domains,13,simhash,xgboost,delta,logistics,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\logistics_simhash_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,simhash,xgboost,delta,visitall-from-everywhere,validation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\visitall-from-everywhere_simhash_validation_delta_results.json,24,0.4583333333333333,1.0,102.83333333333333
all_domains,13,simhash,xgboost,delta,visitall-from-everywhere,test-interpolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\visitall-from-everywhere_simhash_test-interpolation_delta_results.json,37,0.7027027027027027,1.0,25.7027027027027
all_domains,13,simhash,xgboost,delta,visitall-from-everywhere,test-extrapolation,128,pooled,outputs\all_domains\results\seed_13\simhash\xgboost_delta\visitall-from-everywhere_simhash_test-extrapolation_delta_results.json,219,0.0639269406392694,1.0,439.26027397260276
all_domains,13,shortest_path,lstm,state,blocks,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\blocks_shortest_path_validation_state_results.json,3,0.0,1.0,14.0
all_domains,13,shortest_path,lstm,state,blocks,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\blocks_shortest_path_test-interpolation_state_results.json,3,0.0,1.0,12.0
all_domains,13,shortest_path,lstm,state,blocks,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\blocks_shortest_path_test-extrapolation_state_results.json,20,0.0,1.0,95.7
all_domains,13,shortest_path,lstm,state,gripper,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\gripper_shortest_path_validation_state_results.json,2,0.0,1.0,135.0
all_domains,13,shortest_path,lstm,state,gripper,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\gripper_shortest_path_test-interpolation_state_results.json,3,1.0,1.0,20.333333333333332
all_domains,13,shortest_path,lstm,state,gripper,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\gripper_shortest_path_test-extrapolation_state_results.json,16,0.0,1.0,310.0
all_domains,13,shortest_path,lstm,state,logistics,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\logistics_shortest_path_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,shortest_path,lstm,state,logistics,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\logistics_shortest_path_test-interpolation_state_results.json,9,0.2222222222222222,1.0,125.77777777777777
all_domains,13,shortest_path,lstm,state,logistics,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\logistics_shortest_path_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,shortest_path,lstm,state,visitall-from-everywhere,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\visitall-from-everywhere_shortest_path_validation_state_results.json,24,1.0,1.0,19.291666666666668
all_domains,13,shortest_path,lstm,state,visitall-from-everywhere,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\visitall-from-everywhere_shortest_path_test-interpolation_state_results.json,37,1.0,1.0,9.135135135135135
all_domains,13,shortest_path,lstm,state,visitall-from-everywhere,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_state\visitall-from-everywhere_shortest_path_test-extrapolation_state_results.json,219,1.0,1.0,61.68036529680365
all_domains,13,shortest_path,lstm,delta,blocks,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\blocks_shortest_path_validation_delta_results.json,3,0.0,1.0,16.0
all_domains,13,shortest_path,lstm,delta,blocks,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\blocks_shortest_path_test-interpolation_delta_results.json,3,0.0,1.0,10.666666666666666
all_domains,13,shortest_path,lstm,delta,blocks,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\blocks_shortest_path_test-extrapolation_delta_results.json,20,0.0,1.0,30.1
all_domains,13,shortest_path,lstm,delta,gripper,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\gripper_shortest_path_validation_delta_results.json,2,0.0,1.0,50.0
all_domains,13,shortest_path,lstm,delta,gripper,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\gripper_shortest_path_test-interpolation_delta_results.json,3,1.0,1.0,17.0
all_domains,13,shortest_path,lstm,delta,gripper,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\gripper_shortest_path_test-extrapolation_delta_results.json,16,0.0,1.0,114.5
all_domains,13,shortest_path,lstm,delta,logistics,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\logistics_shortest_path_validation_delta_results.json,4,0.0,1.0,150.0
all_domains,13,shortest_path,lstm,delta,logistics,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\logistics_shortest_path_test-interpolation_delta_results.json,9,0.2222222222222222,1.0,105.22222222222223
all_domains,13,shortest_path,lstm,delta,logistics,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\logistics_shortest_path_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,shortest_path,lstm,delta,visitall-from-everywhere,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\visitall-from-everywhere_shortest_path_validation_delta_results.json,24,1.0,1.0,18.833333333333332
all_domains,13,shortest_path,lstm,delta,visitall-from-everywhere,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\visitall-from-everywhere_shortest_path_test-interpolation_delta_results.json,37,1.0,1.0,8.513513513513514
all_domains,13,shortest_path,lstm,delta,visitall-from-everywhere,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\lstm_delta\visitall-from-everywhere_shortest_path_test-extrapolation_delta_results.json,219,1.0,1.0,61.657534246575345
all_domains,13,shortest_path,xgboost,state,blocks,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\blocks_shortest_path_validation_state_results.json,3,0.0,1.0,100.0
all_domains,13,shortest_path,xgboost,state,blocks,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\blocks_shortest_path_test-interpolation_state_results.json,3,0.0,1.0,29.333333333333332
all_domains,13,shortest_path,xgboost,state,blocks,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\blocks_shortest_path_test-extrapolation_state_results.json,20,0.0,1.0,50.6
all_domains,13,shortest_path,xgboost,state,gripper,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\gripper_shortest_path_validation_state_results.json,2,1.0,1.0,37.0
all_domains,13,shortest_path,xgboost,state,gripper,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\gripper_shortest_path_test-interpolation_state_results.json,3,0.6666666666666666,1.0,46.666666666666664
all_domains,13,shortest_path,xgboost,state,gripper,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\gripper_shortest_path_test-extrapolation_state_results.json,16,0.625,1.0,166.25
all_domains,13,shortest_path,xgboost,state,logistics,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\logistics_shortest_path_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,shortest_path,xgboost,state,logistics,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\logistics_shortest_path_test-interpolation_state_results.json,9,0.2222222222222222,1.0,111.55555555555556
all_domains,13,shortest_path,xgboost,state,logistics,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\logistics_shortest_path_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,shortest_path,xgboost,state,visitall-from-everywhere,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\visitall-from-everywhere_shortest_path_validation_state_results.json,24,1.0,1.0,18.833333333333332
all_domains,13,shortest_path,xgboost,state,visitall-from-everywhere,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\visitall-from-everywhere_shortest_path_test-interpolation_state_results.json,37,1.0,1.0,8.972972972972974
all_domains,13,shortest_path,xgboost,state,visitall-from-everywhere,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_state\visitall-from-everywhere_shortest_path_test-extrapolation_state_results.json,219,0.9680365296803652,1.0,72.1917808219178
all_domains,13,shortest_path,xgboost,delta,blocks,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\blocks_shortest_path_validation_delta_results.json,3,0.0,1.0,100.0
all_domains,13,shortest_path,xgboost,delta,blocks,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\blocks_shortest_path_test-interpolation_delta_results.json,3,0.0,1.0,28.666666666666668
all_domains,13,shortest_path,xgboost,delta,blocks,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\blocks_shortest_path_test-extrapolation_delta_results.json,20,0.0,1.0,106.4
all_domains,13,shortest_path,xgboost,delta,gripper,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\gripper_shortest_path_validation_delta_results.json,2,0.5,1.0,124.5
all_domains,13,shortest_path,xgboost,delta,gripper,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\gripper_shortest_path_test-interpolation_delta_results.json,3,1.0,1.0,19.0
all_domains,13,shortest_path,xgboost,delta,gripper,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\gripper_shortest_path_test-extrapolation_delta_results.json,16,0.0,1.0,214.75
all_domains,13,shortest_path,xgboost,delta,logistics,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\logistics_shortest_path_validation_delta_results.json,4,0.0,1.0,150.0
all_domains,13,shortest_path,xgboost,delta,logistics,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\logistics_shortest_path_test-interpolation_delta_results.json,9,0.0,1.0,133.66666666666666
all_domains,13,shortest_path,xgboost,delta,logistics,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\logistics_shortest_path_test-extrapolation_delta_results.json,18,0.0,1.0,293.3333333333333
all_domains,13,shortest_path,xgboost,delta,visitall-from-everywhere,validation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\visitall-from-everywhere_shortest_path_validation_delta_results.json,24,1.0,1.0,18.833333333333332
all_domains,13,shortest_path,xgboost,delta,visitall-from-everywhere,test-interpolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\visitall-from-everywhere_shortest_path_test-interpolation_delta_results.json,37,1.0,1.0,8.513513513513514
all_domains,13,shortest_path,xgboost,delta,visitall-from-everywhere,test-extrapolation,55,pooled,outputs\all_domains\results\seed_13\shortest_path\xgboost_delta\visitall-from-everywhere_shortest_path_test-extrapolation_delta_results.json,219,1.0,1.0,61.210045662100455
all_domains,13,graphbpe,lstm,state,blocks,validation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\blocks_graphbpe_validation_state_results.json,3,0.0,1.0,74.66666666666667
all_domains,13,graphbpe,lstm,state,blocks,test-interpolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\blocks_graphbpe_test-interpolation_state_results.json,3,0.6666666666666666,1.0,49.333333333333336
all_domains,13,graphbpe,lstm,state,blocks,test-extrapolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\blocks_graphbpe_test-extrapolation_state_results.json,20,0.0,1.0,105.2
all_domains,13,graphbpe,lstm,state,gripper,validation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\gripper_graphbpe_validation_state_results.json,2,1.0,1.0,39.0
all_domains,13,graphbpe,lstm,state,gripper,test-interpolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\gripper_graphbpe_test-interpolation_state_results.json,3,1.0,1.0,21.0
all_domains,13,graphbpe,lstm,state,gripper,test-extrapolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\gripper_graphbpe_test-extrapolation_state_results.json,16,1.0,1.0,109.0
all_domains,13,graphbpe,lstm,state,logistics,validation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\logistics_graphbpe_validation_state_results.json,4,0.0,1.0,150.0
all_domains,13,graphbpe,lstm,state,logistics,test-interpolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\logistics_graphbpe_test-interpolation_state_results.json,9,0.1111111111111111,1.0,124.66666666666667
all_domains,13,graphbpe,lstm,state,logistics,test-extrapolation,123,pooled,outputs\all_domains\results\seed_13\graphbpe\lstm_state\logistics_graphbpe_test-extrapolation_state_results.json,18,0.0,1.0,293.3333333333333
